ticker,shortName,sector,industry,lastPrice,rank_overall,rank_raw,score_FINAL_adj,score_FINAL,rating,data_completeness_pct,metrics_with_data,metrics_total,score_valuation,score_profitability,score_growth,score_financial_health,score_trailingPE,score_forwardPE,score_trailingPegRatio,score_priceToBook,score_priceToSalesTrailing12Months,score_enterpriseToEbitda,score_returnOnEquity,score_returnOnAssets,score_profitMargins,score_grossMargins,score_operatingMargins,score_ebitdaMargins,score_revenueGrowth,score_earningsGrowth,score_earningsQuarterlyGrowth,score_debtToEquity,score_currentRatio,score_quickRatio,score_freeCashflow
JNPR,,,,,418,250,3.97,5.03,⚠️ Débil,0.0,0,19,5.02,4.98,5.14,4.98,4.99,4.99,5.24,4.99,4.99,4.75,4.91,5.01,5.01,5.01,5.01,5.01,5.04,5.22,5.15,4.89,5.19,5.17,4.72
PARA,,,,,418,250,3.97,5.03,⚠️ Débil,0.0,0,19,5.02,4.98,5.14,4.98,4.99,4.99,5.24,4.99,4.99,4.75,4.91,5.01,5.01,5.01,5.01,5.01,5.04,5.22,5.15,4.89,5.19,5.17,4.72
HES,,,,,418,250,3.97,5.03,⚠️ Débil,0.0,0,19,5.02,4.98,5.14,4.98,4.99,4.99,5.24,4.99,4.99,4.75,4.91,5.01,5.01,5.01,5.01,5.01,5.04,5.22,5.15,4.89,5.19,5.17,4.72
FI,,,,,418,250,3.97,5.03,⚠️ Débil,0.0,0,19,5.02,4.98,5.14,4.98,4.99,4.99,5.24,4.99,4.99,4.75,4.91,5.01,5.01,5.01,5.01,5.01,5.04,5.22,5.15,4.89,5.19,5.17,4.72
NVDQ,T-Rex 2X Inverse NVIDIA Daily T,,,16.135000228881836,418,250,3.97,5.03,⚠️ Débil,0.0,0,19,5.02,4.98,5.14,4.98,4.99,4.99,5.24,4.99,4.99,4.75,4.91,5.01,5.01,5.01,5.01,5.01,5.04,5.22,5.15,4.89,5.19,5.17,4.72
MMC,,,,,418,250,3.97,5.03,⚠️ Débil,0.0,0,19,5.02,4.98,5.14,4.98,4.99,4.99,5.24,4.99,4.99,4.75,4.91,5.01,5.01,5.01,5.01,5.01,5.04,5.22,5.15,4.89,5.19,5.17,4.72
MSTZ,T-Rex 2X Inverse MSTR Daily Tar,,,11.369999885559082,418,250,3.97,5.03,⚠️ Débil,0.0,0,19,5.02,4.98,5.14,4.98,4.99,4.99,5.24,4.99,4.99,4.75,4.91,5.01,5.01,5.01,5.01,5.01,5.04,5.22,5.15,4.89,5.19,5.17,4.72
AMDL,GraniteShares 2x Long AMD Daily,,,15.698599815368652,418,250,3.97,5.03,⚠️ Débil,0.0,0,19,5.02,4.98,5.14,4.98,4.99,4.99,5.24,4.99,4.99,4.75,4.91,5.01,5.01,5.01,5.01,5.01,5.04,5.22,5.15,4.89,5.19,5.17,4.72
DAY,,,,,418,250,3.97,5.03,⚠️ Débil,0.0,0,19,5.02,4.98,5.14,4.98,4.99,4.99,5.24,4.99,4.99,4.75,4.91,5.01,5.01,5.01,5.01,5.01,5.04,5.22,5.15,4.89,5.19,5.17,4.72
DFS,,,,,418,250,3.97,5.03,⚠️ Débil,0.0,0,19,5.02,4.98,5.14,4.98,4.99,4.99,5.24,4.99,4.99,4.75,4.91,5.01,5.01,5.01,5.01,5.01,5.04,5.22,5.15,4.89,5.19,5.17,4.72
SPXS,Direxion Daily S&P 500 Bear 3X ,,,36.1599006652832,418,250,3.97,5.03,⚠️ Débil,0.0,0,19,5.02,4.98,5.14,4.98,4.99,4.99,5.24,4.99,4.99,4.75,4.91,5.01,5.01,5.01,5.01,5.01,5.04,5.22,5.15,4.89,5.19,5.17,4.72
SMST,Defiance Daily Target 2x Short ,,,59.75,418,250,3.97,5.03,⚠️ Débil,0.0,0,19,5.02,4.98,5.14,4.98,4.99,4.99,5.24,4.99,4.99,4.75,4.91,5.01,5.01,5.01,5.01,5.01,5.04,5.22,5.15,4.89,5.19,5.17,4.72
IBIT,iShares Bitcoin Trust ETF,,,40.419898986816406,418,250,3.97,5.03,⚠️ Débil,0.0,0,19,5.02,4.98,5.14,4.98,4.99,4.99,5.24,4.99,4.99,4.75,4.91,5.01,5.01,5.01,5.01,5.01,5.04,5.22,5.15,4.89,5.19,5.17,4.72
IPG,,,,,418,250,3.97,5.03,⚠️ Débil,0.0,0,19,5.02,4.98,5.14,4.98,4.99,4.99,5.24,4.99,4.99,4.75,4.91,5.01,5.01,5.01,5.01,5.01,5.04,5.22,5.15,4.89,5.19,5.17,4.72
K,,,,,418,250,3.97,5.03,⚠️ Débil,0.0,0,19,5.02,4.98,5.14,4.98,4.99,4.99,5.24,4.99,4.99,4.75,4.91,5.01,5.01,5.01,5.01,5.01,5.04,5.22,5.15,4.89,5.19,5.17,4.72
NVDL,GraniteShares 2x Long NVDA Dail,,,78.55010223388672,418,250,3.97,5.03,⚠️ Débil,0.0,0,19,5.02,4.98,5.14,4.98,4.99,4.99,5.24,4.99,4.99,4.75,4.91,5.01,5.01,5.01,5.01,5.01,5.04,5.22,5.15,4.89,5.19,5.17,4.72
ANSS,,,,,418,250,3.97,5.03,⚠️ Débil,0.0,0,19,5.02,4.98,5.14,4.98,4.99,4.99,5.24,4.99,4.99,4.75,4.91,5.01,5.01,5.01,5.01,5.01,5.04,5.22,5.15,4.89,5.19,5.17,4.72
TSLZ,T-Rex 2X Inverse Tesla Daily Ta,,,18.09000015258789,418,250,3.97,5.03,⚠️ Débil,0.0,0,19,5.02,4.98,5.14,4.98,4.99,4.99,5.24,4.99,4.99,4.75,4.91,5.01,5.01,5.01,5.01,5.01,5.04,5.22,5.15,4.89,5.19,5.17,4.72
WBA,,,,,418,250,3.97,5.03,⚠️ Débil,0.0,0,19,5.02,4.98,5.14,4.98,4.99,4.99,5.24,4.99,4.99,4.75,4.91,5.01,5.01,5.01,5.01,5.01,5.04,5.22,5.15,4.89,5.19,5.17,4.72
SQQQ,ProShares UltraPro Short QQQ,,,69.33000183105469,418,250,3.97,5.03,⚠️ Débil,0.0,0,19,5.02,4.98,5.14,4.98,4.99,4.99,5.24,4.99,4.99,4.75,4.91,5.01,5.01,5.01,5.01,5.01,5.04,5.22,5.15,4.89,5.19,5.17,4.72
BF.B,,,,,418,250,3.97,5.03,⚠️ Débil,0.0,0,19,5.02,4.98,5.14,4.98,4.99,4.99,5.24,4.99,4.99,4.75,4.91,5.01,5.01,5.01,5.01,5.01,5.04,5.22,5.15,4.89,5.19,5.17,4.72
SNPS,"Synopsys, Inc.",Technology,Software - Infrastructure,412.8299865722656,441,454,3.95,3.95,⚠️ Débil,100.0,19,19,2.02,3.83,3.57,7.49,0.71,2.0,2.22,5.96,0.79,0.22,1.31,1.2,5.89,9.5,2.9,3.76,9.79,0.19,0.24,8.07,6.29,7.64,7.85
POOL,Pool Corporation,Industrials,Industrial Distribution,209.6199951171875,442,447,3.93,3.99,⚠️ Débil,94.7,18,19,5.2,4.86,1.93,3.67,7.27,4.32,3.88,2.37,7.98,5.57,8.15,8.17,2.64,2.43,1.08,1.91,1.6,2.16,2.04,2.49,8.6,2.42,1.18
CSX,CSX Corporation,Industrials,Railroads,41.814998626708984,443,455,3.92,3.92,⚠️ Débil,100.0,19,19,2.94,7.1,3.02,2.55,4.24,3.33,1.24,2.75,2.36,4.08,6.86,6.56,7.64,5.64,8.3,8.65,1.5,3.87,3.81,1.98,1.81,3.17,3.46
NSC,Norfolk Southern Corporation,Industrials,Railroads,292.5,443,455,3.92,3.92,⚠️ Débil,100.0,19,19,3.35,6.95,1.98,3.42,6.09,2.62,0.9,3.57,2.47,5.2,6.34,5.94,8.22,5.7,8.02,8.71,1.28,2.31,2.41,2.9,1.97,3.45,5.48
NRG,"NRG Energy, Inc.",Utilities,Utilities - Independent Power Producers,158.75,443,455,3.92,3.92,⚠️ Débil,100.0,19,19,4.79,3.72,2.8,4.29,1.64,6.71,7.01,0.34,8.47,3.93,8.9,4.0,1.18,1.48,0.79,1.61,7.81,0.09,0.11,0.17,7.33,7.29,3.81
TYL,"Tyler Technologies, Inc.",Technology,Software - Application,330.5,443,455,3.92,3.92,⚠️ Débil,100.0,19,19,2.81,3.91,4.09,5.37,1.25,2.21,5.72,3.94,2.09,0.65,2.32,3.44,5.79,5.78,2.8,3.42,4.2,3.93,4.17,9.14,3.31,6.79,1.76
BA,Boeing Company (The),Industrials,Aerospace & Defense,217.9696044921875,447,433,3.91,4.1,⚠️ Débil,84.2,16,19,2.79,2.79,7.84,3.03,0.36,0.28,2.74,0.26,7.2,9.96,9.91,0.04,1.07,0.5,0.17,0.04,9.78,6.57,7.07,0.15,4.65,1.48,6.1
SJM,The J.M. Smucker Company,Consumer Defensive,Packaged Foods,94.13999938964844,447,425,3.91,4.17,⚠️ Débil,78.9,15,19,8.17,2.22,2.96,2.12,9.37,8.88,6.64,7.2,8.43,8.45,0.13,4.17,0.15,3.1,4.56,3.98,4.5,2.01,2.29,2.13,1.94,0.97,3.2
ON,ON Semiconductor Corporation,Technology,Semiconductors,67.7699966430664,447,459,3.91,3.91,⚠️ Débil,100.0,19,19,4.61,3.02,0.57,8.14,0.06,5.44,9.83,4.28,3.14,4.28,0.64,4.49,0.93,3.81,5.42,6.65,0.23,0.77,0.73,7.78,9.74,9.64,5.78
RSG,"Republic Services, Inc.",Industrials,Waste Management,215.90499877929688,450,460,3.9,3.9,⚠️ Débil,100.0,19,19,2.57,5.8,4.15,3.22,3.23,1.29,1.5,2.99,3.59,3.78,6.17,6.17,5.46,4.54,5.5,7.05,2.18,4.86,5.63,2.86,1.07,2.79,6.17
BMA,Banco Macro S.A.,Financial Services,Banks - Regional,79.7300033569336,450,408,3.9,4.31,⚠️ Débil,68.4,13,19,6.93,1.46,2.99,5.6,3.46,9.38,4.41,8.5,9.93,7.16,1.48,0.88,2.47,0.23,3.53,0.36,5.58,1.61,1.59,7.22,3.66,4.09,6.78
AEP,American Electric Power Company,Utilities,Utilities - Regulated Electric,134.27000427246094,450,460,3.9,3.9,⚠️ Débil,100.0,19,19,4.68,5.11,4.15,0.92,6.92,3.51,1.87,6.41,4.49,5.87,3.81,2.32,6.62,5.93,6.5,8.26,7.65,2.19,2.36,1.89,0.52,0.83,0.24
ALB,Albemarle Corporation,Basic Materials,Specialty Chemicals,176.69400024414062,453,439,3.87,4.06,⚠️ Débil,84.2,16,19,4.07,0.61,5.46,6.63,2.71,3.14,7.33,5.66,3.5,0.58,0.33,0.24,0.19,0.93,0.6,2.37,8.2,4.02,3.96,8.17,8.58,8.13,1.63
ENPH,"Enphase Energy, Inc.",Technology,Solar,32.88999938964844,454,463,3.86,3.86,⚠️ Débil,100.0,19,19,5.97,3.55,0.8,4.92,4.65,7.51,8.77,3.81,5.78,3.5,6.09,2.09,4.17,2.52,1.25,2.75,0.28,1.07,1.1,2.92,8.39,8.4,1.08
AWK,"American Water Works Company, I",Utilities,Utilities - Regulated Water,133.52999877929688,455,464,3.85,3.85,⚠️ Débil,100.0,19,19,4.09,5.77,3.96,0.96,5.85,3.08,2.79,6.24,2.73,4.02,3.03,2.71,7.93,7.68,8.17,9.2,3.93,3.89,4.07,2.02,0.54,0.64,0.37
DRI,"Darden Restaurants, Inc.",Consumer Cyclical,Restaurants,194.8350067138672,455,464,3.85,3.85,⚠️ Débil,100.0,19,19,4.99,5.06,3.6,0.95,6.82,4.62,4.77,1.48,7.42,4.15,9.23,6.77,2.99,1.68,2.79,2.69,4.0,3.37,3.41,0.64,0.36,0.39,2.36
TQQQ,ProShares UltraPro QQQ,,,47.970001220703125,455,301,3.85,4.87,⚠️ Débil,5.3,1,19,4.49,4.98,5.14,4.98,2.34,4.99,5.24,4.99,4.99,4.75,4.91,5.01,5.01,5.01,5.01,5.01,5.04,5.22,5.15,4.89,5.19,5.17,4.72
GM,General Motors Company,Consumer Cyclical,Auto Manufacturers,76.0,458,452,3.84,3.97,⚠️ Débil,89.5,17,19,7.03,1.16,2.25,5.06,5.94,9.81,1.4,8.9,9.57,8.28,1.01,1.66,0.84,0.79,1.31,1.59,0.73,3.07,3.07,1.23,4.54,6.39,9.12
PCAR,PACCAR Inc.,Industrials,Farm & Heavy Construction Machinery,123.43000030517578,459,468,3.83,3.83,⚠️ Débil,100.0,19,19,5.04,2.82,0.77,7.11,4.19,4.04,7.68,4.41,6.5,2.21,3.93,3.74,2.8,1.03,1.81,1.93,0.1,1.08,1.18,4.11,8.54,9.2,7.61
WAB,Westinghouse Air Brake Technolo,Industrials,Railroads,268.3900146484375,460,462,3.82,3.88,⚠️ Débil,94.7,18,19,2.36,4.01,5.0,4.61,1.68,2.37,1.24,3.72,3.46,2.19,3.31,6.07,3.68,3.14,3.38,4.21,8.03,3.29,3.48,6.73,4.07,2.5,4.28
NVDX,T-Rex 2X Long NVIDIA Daily Targ,,,15.069999694824219,460,306,3.82,4.84,⚠️ Débil,5.3,1,19,4.39,4.98,5.14,4.98,1.85,4.99,5.24,4.99,4.99,4.75,4.91,5.01,5.01,5.01,5.01,5.01,5.04,5.22,5.15,4.89,5.19,5.17,4.72
LNT,Alliant Energy Corporation,Utilities,Utilities - Regulated Electric,72.43000030517578,462,469,3.81,3.81,⚠️ Débil,100.0,19,19,4.21,4.72,4.22,1.56,6.0,3.46,2.89,6.0,3.25,3.51,3.35,1.78,7.21,5.66,3.98,8.36,6.26,2.95,3.32,1.76,1.72,2.28,0.58
TSLL,Direxion Daily TSLA Bull 2X ETF,,,10.479900360107422,462,311,3.81,4.82,⚠️ Débil,5.3,1,19,4.32,4.98,5.14,4.98,1.5,4.99,5.24,4.99,4.99,4.75,4.91,5.01,5.01,5.01,5.01,5.01,5.04,5.22,5.15,4.89,5.19,5.17,4.72
SOXL,Direxion Daily Semiconductor Bu,,,66.45999908447266,462,311,3.81,4.82,⚠️ Débil,5.3,1,19,4.31,4.98,5.14,4.98,1.44,4.99,5.24,4.99,4.99,4.75,4.91,5.01,5.01,5.01,5.01,5.01,5.04,5.22,5.15,4.89,5.19,5.17,4.72
AMT,American Tower Corporation (REI,Real Estate,REIT - Specialty,175.65499877929688,462,469,3.81,3.81,⚠️ Débil,100.0,19,19,2.29,7.66,2.73,2.63,2.92,1.74,4.09,0.54,1.33,2.58,7.57,4.32,8.26,8.92,9.46,9.7,5.53,1.2,1.23,0.54,0.4,1.29,8.43
EL,"Estee Lauder Companies, Inc. (T",Consumer Defensive,Household & Personal Products,72.01000213623047,466,447,3.8,3.99,⚠️ Débil,84.2,16,19,5.05,2.85,3.36,4.61,6.26,2.09,6.84,2.41,7.38,5.46,0.36,3.79,0.49,8.93,3.2,2.47,3.81,3.07,3.18,1.03,6.26,6.26,5.93
SHW,Sherwin-Williams Company (The),Basic Materials,Specialty Chemicals,335.1700134277344,467,471,3.79,3.79,⚠️ Débil,100.0,19,19,2.3,6.27,3.93,2.73,2.86,1.85,2.06,0.75,4.19,2.06,9.35,7.91,3.87,6.11,3.18,3.48,3.81,4.02,3.96,0.73,2.09,2.0,6.36
BLDR,"Builders FirstSource, Inc.",Industrials,Building Products & Equipment,83.7699966430664,468,466,3.78,3.84,⚠️ Débil,94.7,18,19,7.51,2.32,0.16,4.82,6.45,7.98,7.06,6.69,9.27,8.21,2.82,3.89,1.23,2.49,0.56,1.57,0.17,0.15,0.17,2.82,7.96,7.21,2.15
TSLQ,Tradr 2X Short TSLA Daily ETF,,,27.984699249267578,469,324,3.77,4.77,⚠️ Débil,5.3,1,19,4.14,4.98,5.14,4.98,0.6,4.99,5.24,4.99,4.99,4.75,4.91,5.01,5.01,5.01,5.01,5.01,5.04,5.22,5.15,4.89,5.19,5.17,4.72
CVX,Chevron Corporation,Energy,Oil & Gas Integrated,189.92999267578125,470,472,3.76,3.76,⚠️ Débil,100.0,19,19,4.5,2.71,1.33,7.02,3.94,3.83,1.08,6.92,6.84,6.64,1.72,3.05,2.22,4.41,1.85,3.83,0.47,1.51,2.11,8.84,4.49,4.3,9.55
BKR,Baker Hughes Company,Energy,Oil & Gas Equipment & Services,62.814998626708984,470,472,3.76,3.76,⚠️ Débil,100.0,19,19,4.18,3.74,1.56,5.88,5.55,2.6,1.44,4.52,6.54,5.98,4.41,5.64,3.31,1.89,2.71,2.93,1.74,1.46,1.48,8.09,6.24,4.49,3.96
CBRE,CBRE Group Inc,Real Estate,Real Estate Services,142.94000244140625,472,475,3.74,3.74,⚠️ Débil,100.0,19,19,5.23,2.02,3.93,3.41,2.04,5.55,8.71,3.36,8.58,1.74,4.13,1.98,1.21,1.38,0.36,1.07,7.21,2.24,2.08,3.12,4.0,6.07,1.05
PWR,"Quanta Services, Inc.",Industrials,Engineering & Construction,574.760009765625,473,477,3.71,3.71,⚠️ Débil,100.0,19,19,2.24,2.47,5.84,4.8,0.41,0.58,4.47,1.66,5.66,0.52,3.87,3.94,1.5,1.08,1.03,1.5,8.64,4.24,4.44,5.5,4.29,6.83,2.86
EQR,Equity Residential,Real Estate,REIT - Residential,60.78499984741211,474,475,3.68,3.74,⚠️ Débil,94.7,18,19,3.49,5.87,2.52,2.98,6.75,0.49,2.42,6.79,1.36,3.4,2.79,1.76,9.63,7.91,7.63,9.48,2.07,2.65,2.88,5.31,0.06,0.11,5.4
MCHP,Microchip Technology Incorporat,Technology,Semiconductors,70.69000244140625,475,466,3.66,3.84,⚠️ Débil,84.2,16,19,3.03,2.1,5.23,5.51,1.96,1.35,8.75,2.8,1.08,0.32,0.47,0.65,0.47,6.92,2.84,4.41,8.12,3.66,3.67,4.07,8.5,6.43,3.5
BG,Bunge Limited,Consumer Defensive,Farm Products,124.58000183105469,476,477,3.65,3.71,⚠️ Débil,94.7,18,19,6.32,1.04,3.54,3.35,4.73,7.5,4.82,8.15,9.61,2.5,1.4,1.64,0.79,0.52,0.45,0.82,9.87,0.11,0.15,3.64,7.18,2.07,0.19
ADM,Archer-Daniels-Midland Company,Consumer Defensive,Farm Products,70.53500366210938,476,480,3.65,3.65,⚠️ Débil,100.0,19,19,6.56,0.87,1.18,5.85,3.12,6.41,8.37,8.22,9.53,3.1,1.1,1.01,0.82,0.6,0.52,0.84,0.1,1.74,1.79,7.76,6.32,0.92,7.05
VMC,Vulcan Materials Company (Holdi,Basic Materials,Building Materials,292.75,476,480,3.65,3.65,⚠️ Débil,100.0,19,19,2.28,4.72,2.28,6.09,2.19,1.27,1.72,3.5,2.8,2.99,3.96,5.81,5.81,2.13,4.22,6.62,2.58,2.11,2.14,6.6,9.05,7.39,1.48
CHD,"Church & Dwight Company, Inc.",Consumer Defensive,Household & Personal Products,93.98999786376953,476,480,3.65,3.65,⚠️ Débil,100.0,19,19,2.83,5.51,2.08,4.51,3.36,2.19,1.76,2.97,4.04,3.14,5.96,7.27,4.24,5.57,4.5,4.36,2.93,1.69,1.53,6.47,3.46,3.53,4.0
EXC,Exelon Corporation,Utilities,Utilities - Regulated Electric,49.01499938964844,480,485,3.64,3.64,⚠️ Débil,100.0,19,19,5.78,3.9,2.28,1.83,7.51,5.63,1.66,7.61,6.82,6.52,2.77,1.89,4.04,4.52,6.15,7.35,1.44,2.57,2.93,1.7,2.45,3.05,0.41
GNRC,Generac Holdlings Inc.,Industrials,Specialty Industrial Machinery,203.58999633789062,481,474,3.63,3.75,⚠️ Débil,89.5,17,19,4.02,1.98,3.93,5.31,0.49,3.57,8.41,3.46,5.98,1.07,1.5,2.58,1.55,3.78,0.32,1.85,0.21,6.0,5.87,6.75,8.28,4.7,1.1
PSA,Public Storage,Real Estate,REIT - Industrial,289.2250061035156,481,486,3.63,3.63,⚠️ Débil,100.0,19,19,1.61,8.13,2.14,2.89,3.05,1.16,0.8,1.53,0.71,2.75,6.22,6.69,9.72,8.99,9.55,9.85,2.65,1.78,1.98,3.05,0.19,0.52,7.29
CEG,Constellation Energy Corporatio,Utilities,Utilities - Independent Power Producers,283.2250061035156,483,479,3.62,3.68,⚠️ Débil,94.7,18,19,2.79,3.38,3.14,6.09,1.89,3.05,3.01,2.56,3.61,2.71,5.64,2.65,3.16,1.27,1.91,4.28,7.55,0.75,0.79,6.11,6.88,7.31,4.3
DE,Deere & Company,Industrials,Farm & Heavy Construction Machinery,605.77001953125,484,488,3.6,3.6,⚠️ Débil,100.0,19,19,2.92,4.02,1.85,6.29,2.5,1.51,4.73,2.54,4.21,1.57,6.39,3.23,3.59,2.09,4.15,3.31,0.26,2.72,2.69,0.65,8.64,9.23,8.36
HD,"Home Depot, Inc. (The)",Consumer Cyclical,Home Improvement Retail,336.2300109863281,484,488,3.6,3.6,⚠️ Débil,100.0,19,19,3.59,5.7,1.67,3.4,5.76,3.03,1.7,0.39,6.9,3.94,9.83,8.82,2.93,2.9,2.04,2.5,0.86,2.07,2.14,0.41,3.42,0.67,9.14
TSN,"Tyson Foods, Inc.",Consumer Defensive,Farm Products,64.16999816894531,486,491,3.58,3.58,⚠️ Débil,100.0,19,19,6.35,0.78,1.44,5.6,0.21,6.34,8.06,8.75,9.55,6.9,0.62,1.29,0.62,0.56,0.65,0.95,3.58,0.28,0.29,7.51,6.93,2.99,4.07
SWK,"Stanley Black & Decker, Inc.",Industrials,Tools & Accessories,71.68499755859375,487,487,3.56,3.62,⚠️ Débil,94.7,18,19,6.68,1.8,1.7,3.69,4.3,7.79,3.88,8.77,8.97,8.24,1.07,2.62,1.12,2.58,2.17,1.79,1.47,1.78,1.87,5.64,4.38,0.73,3.03
CHRW,"C.H. Robinson Worldwide, Inc.",Industrials,Integrated Freight & Logistics,171.63999938964844,488,493,3.55,3.55,⚠️ Débil,100.0,19,19,3.0,4.24,2.04,5.39,2.26,2.06,2.69,1.42,8.32,1.36,8.13,8.06,1.51,0.64,0.97,1.03,0.62,2.72,2.9,4.41,6.91,8.47,2.58
TAP,Molson Coors Beverage Company,Consumer Defensive,Beverages - Brewers,44.349998474121094,489,488,3.54,3.6,⚠️ Débil,94.7,18,19,6.81,2.07,1.78,2.95,5.66,9.2,0.77,9.25,8.92,9.61,0.17,3.61,0.11,3.85,2.97,4.06,1.16,2.21,2.0,6.26,0.75,1.34,2.49
PNW,Pinnacle West Capital Corporati,Utilities,Utilities - Regulated Electric,102.5999984741211,489,480,3.54,3.65,⚠️ Débil,89.5,17,19,5.2,3.4,4.22,0.93,6.86,4.06,1.53,7.51,6.47,6.15,2.37,1.51,4.09,4.37,2.36,7.93,2.47,4.62,5.8,1.33,0.71,0.75,0.8
KIM,Kimco Realty Corporation (HC),Real Estate,REIT - Retail,22.905000686645508,491,492,3.5,3.56,⚠️ Débil,94.7,18,19,3.34,5.38,2.77,2.62,4.09,1.44,2.42,8.26,1.5,2.88,1.29,1.36,8.62,8.43,8.41,9.51,2.58,2.89,2.86,4.26,0.58,2.3,2.95
FTV,Fortive Corporation,Technology,Scientific & Technical Instruments,59.0099983215332,492,494,3.48,3.54,⚠️ Débil,94.7,18,19,3.11,4.43,3.08,3.65,2.06,3.89,1.57,5.64,3.05,3.03,1.55,2.21,5.93,8.0,5.81,6.32,3.2,3.45,2.5,6.84,1.31,2.56,3.05
WEC,"WEC Energy Group, Inc.",Utilities,Utilities - Regulated Electric,116.2249984741211,493,496,3.47,3.47,⚠️ Débil,100.0,19,19,4.18,4.66,3.29,1.14,5.57,3.63,2.65,5.74,3.76,3.83,3.42,2.07,6.54,4.45,6.06,8.04,7.02,1.27,1.31,1.83,0.8,1.45,0.39
DLR,"Digital Realty Trust, Inc.",Real Estate,REIT - Specialty,184.25010681152344,493,496,3.47,3.47,⚠️ Débil,100.0,19,19,1.3,4.23,3.39,5.89,0.99,0.22,0.13,5.68,0.67,0.79,1.27,0.67,7.85,6.8,3.16,8.67,8.36,0.64,0.82,4.13,5.94,7.79,6.43
GGAL,Grupo Financiero Galicia S.A.,Financial Services,Banks - Regional,47.064998626708984,495,453,3.46,3.96,⚠️ Débil,57.9,11,19,5.4,0.63,4.24,5.6,0.93,9.74,4.41,1.2,9.94,7.16,0.84,0.3,1.35,0.23,0.15,0.36,0.3,6.67,5.99,7.22,3.66,4.09,6.78
SO,Southern Company (The),Utilities,Utilities - Regulated Electric,96.16000366210938,495,498,3.46,3.46,⚠️ Débil,100.0,19,19,4.18,4.6,3.39,1.04,5.35,3.53,2.0,5.44,3.85,6.11,3.25,2.45,6.19,6.02,2.75,8.8,6.65,1.64,1.63,1.44,1.1,1.25,0.32
VTR,"Ventas, Inc.",Real Estate,REIT - Healthcare Facilities,84.0,497,495,3.45,3.51,⚠️ Débil,94.7,18,19,1.61,2.8,7.45,2.32,0.17,0.04,2.42,4.6,1.72,1.38,0.79,1.31,1.64,4.28,5.85,7.91,8.87,5.98,7.5,3.25,0.24,1.12,4.24
WELL,Welltower Inc.,Real Estate,REIT - Healthcare Facilities,204.13999938964844,498,498,3.4,3.46,⚠️ Débil,94.7,18,19,1.29,2.06,4.41,7.26,0.19,0.15,2.42,4.39,0.45,0.17,0.86,0.34,2.97,4.13,0.06,5.57,9.64,1.42,1.79,6.92,7.54,7.48,7.21
EMN,Eastman Chemical Company,Basic Materials,Specialty Chemicals,73.93499755859375,498,504,3.4,3.4,⚠️ Débil,100.0,19,19,6.75,2.23,0.3,3.73,7.5,8.02,1.16,8.41,8.64,8.54,2.0,3.25,1.98,1.66,1.46,2.88,0.17,0.36,0.37,3.98,6.36,2.93,1.44
AES,The AES Corporation,Utilities,Utilities - Diversified,14.420000076293945,498,501,3.4,3.45,⚠️ Débil,94.7,18,19,7.26,2.26,1.98,1.06,9.44,9.79,3.01,6.04,8.79,5.83,0.73,1.7,2.52,1.29,3.94,6.49,3.25,1.32,1.27,0.82,1.59,1.65,0.36
HSY,The Hershey Company,Consumer Defensive,Confectioners,208.10000610351562,501,508,3.38,3.38,⚠️ Débil,100.0,19,19,3.36,4.47,1.91,3.86,1.18,2.84,7.7,1.83,4.0,1.42,6.28,6.6,2.56,2.99,3.25,2.9,4.5,0.49,0.54,2.64,4.69,2.64,5.46
HON,Honeywell International Inc.,Industrials,Conglomerates,230.64999389648438,502,510,3.37,3.37,⚠️ Débil,100.0,19,19,2.95,5.31,0.52,5.12,2.77,3.27,3.63,1.5,3.72,2.36,7.51,5.96,4.58,3.53,3.5,4.45,0.99,0.26,0.26,0.99,5.93,6.09,8.49
MDLZ,"Mondelez International, Inc.",Consumer Defensive,Confectioners,58.03219985961914,502,510,3.37,3.37,⚠️ Débil,100.0,19,19,4.76,2.26,2.56,3.68,3.51,4.56,4.86,5.61,7.12,2.64,2.47,2.39,2.17,2.21,1.88,2.09,6.42,0.47,0.49,3.96,0.84,1.19,8.19
FANG,"Diamondback Energy, Inc.",Energy,Oil & Gas E&P,184.0800018310547,504,498,3.35,3.46,⚠️ Débil,89.5,17,19,4.9,3.56,1.81,3.25,3.01,7.57,0.06,8.39,3.94,9.25,0.95,0.86,4.15,8.84,0.04,9.89,0.39,2.72,2.41,8.19,0.49,1.21,1.72
AVB,"AvalonBay Communities, Inc.",Real Estate,REIT - Residential,168.5,504,504,3.35,3.4,⚠️ Débil,94.7,18,19,3.38,5.78,1.6,2.73,6.13,0.79,2.42,6.86,1.31,2.92,2.3,1.79,9.55,7.93,7.98,9.46,2.81,0.93,0.96,4.21,0.47,0.17,5.27
BBAR,Banco BBVA Argentina S.A.,Financial Services,Banks - Regional,16.469999313354492,506,480,3.3,3.65,⚠️ Débil,68.4,13,19,6.41,1.54,0.88,5.6,7.38,6.39,4.41,3.74,9.96,7.16,1.91,0.71,2.73,0.23,3.08,0.36,0.49,1.05,1.14,7.22,3.66,4.09,6.78
ETR,Entergy Corporation,Utilities,Utilities - Regulated Electric,114.62999725341797,506,513,3.3,3.3,⚠️ Débil,100.0,19,19,3.64,4.6,3.19,1.28,3.74,2.22,3.01,5.33,3.53,5.12,3.1,2.06,5.83,5.96,5.01,8.47,5.74,1.69,1.96,1.55,1.42,1.91,0.3
